,Time,Open,High,Low,Close,Volume
74,2025-05-16T04:59:00.000,1453.5,1453.6,1453.3,1453.5,6113
75,2025-05-16T05:00:00.000,1453.4,1453.9,1453.3,1453.9,4098
76,2025-05-16T05:01:00.000,1453.5,1454.7,1453.5,1454.3,3640
77,2025-05-16T05:02:00.000,1454.3,1454.6,1454,1454.5,7885
78,2025-05-16T05:03:00.000,1454.3,1455,1453,1453.4,16679
79,2025-05-16T05:04:00.000,1453.4,1454,1452.4,1453.2,9776
80,2025-05-16T05:05:00.000,1453.2,1453.8,1452.7,1453.3,17948
81,2025-05-16T05:06:00.000,1452.8,1453.3,1451.1,1452.4,55847
82,2025-05-16T05:07:00.000,1452.4,1453,1450.9,1452,57445
83,2025-05-16T05:08:00.000,1451.8,1455.9,1451.6,1453.1,572197
84,2025-05-16T05:09:00.000,1453.2,1453.8,1453,1453.1,1737
85,2025-05-16T05:10:00.000,1453.1,1454.4,1453.1,1453.8,2889
86,2025-05-16T05:11:00.000,1453.8,1456.4,1453.8,1455.6,197722
87,2025-05-16T05:12:00.000,1455.4,1456.5,1455.3,1456.1,11859
88,2025-05-16T05:13:00.000,1456.1,1456.8,1456,1456,9932
89,2025-05-16T05:14:00.000,1455.9,1456.4,1454.9,1455.3,15787
90,2025-05-16T05:15:00.000,1455.8,1455.8,1454.8,1455.3,15219
91,2025-05-16T05:16:00.000,1455.6,1456.4,1455.3,1455.7,9318
92,2025-05-16T05:17:00.000,1455.6,1455.8,1454.8,1455,10610
93,2025-05-16T05:18:00.000,1455,1455.5,1454.8,1455.3,6666
94,2025-05-16T05:19:00.000,1455.1,1455.3,1454.4,1454.5,7379
95,2025-05-16T05:20:00.000,1454.4,1454.5,1453.5,1453.5,8231
96,2025-05-16T05:21:00.000,1453.9,1453.9,1452.7,1452.7,7629
97,2025-05-16T05:22:00.000,1452.7,1453.2,1452.1,1452.6,8512
98,2025-05-16T05:23:00.000,1452.6,1454.2,1452.6,1452.9,17380
99,2025-05-16T05:24:00.000,1452.9,1453.9,1452.9,1453.2,7326
100,2025-05-16T05:25:00.000,1452.9,1454.7,1452.9,1454,30710
101,2025-05-16T05:26:00.000,1453.7,1454.3,1453.6,1454.2,6417
102,2025-05-16T05:27:00.000,1454.1,1454.4,1453.9,1454.1,4466
103,2025-05-16T05:28:00.000,1454.2,1455,1454.2,1454.6,5384
104,2025-05-16T05:29:00.000,1454.5,1454.7,1454.3,1454.5,4829
105,2025-05-16T05:30:00.000,1454.3,1454.5,1454.2,1454.3,3947
106,2025-05-16T05:31:00.000,1454.3,1454.4,1453.8,1453.8,10306
107,2025-05-16T05:32:00.000,1453.8,1454,1453,1453,9807
108,2025-05-16T05:33:00.000,1453.1,1453.7,1452.8,1453.5,12420
109,2025-05-16T05:34:00.000,1453,1453.8,1452.9,1453.8,6219
110,2025-05-16T05:35:00.000,1453.5,1454.5,1453.5,1454,5151
111,2025-05-16T05:36:00.000,1454.3,1454.8,1454,1454.8,9533
112,2025-05-16T05:37:00.000,1454.6,1454.7,1453.9,1453.9,10777
113,2025-05-16T05:38:00.000,1453.9,1454.5,1453.3,1453.8,15359
114,2025-05-16T05:39:00.000,1454.2,1454.2,1453.3,1453.8,4644
115,2025-05-16T05:40:00.000,1453.6,1454.5,1453.5,1454.3,6878
116,2025-05-16T05:41:00.000,1454.1,1455,1454.1,1455,7146
117,2025-05-16T05:42:00.000,1454.8,1455.5,1454.7,1455.4,5095
118,2025-05-16T05:43:00.000,1455.4,1455.4,1454.9,1455,4014
119,2025-05-16T05:44:00.000,1455.1,1455.3,1455,1455.1,3603
120,2025-05-16T05:45:00.000,1455.1,1455.4,1455,1455.4,6104
121,2025-05-16T05:46:00.000,1455.3,1455.5,1454.9,1455.1,13148
122,2025-05-16T05:47:00.000,1455.1,1455.5,1455,1455.1,3730
123,2025-05-16T05:48:00.000,1455.1,1455.2,1454.5,1454.6,6828
124,2025-05-16T05:49:00.000,1454.6,1455.1,1454.6,1455.1,2764
125,2025-05-16T05:50:00.000,1455,1455.1,1454.3,1454.3,8805
126,2025-05-16T05:51:00.000,1454.3,1454.6,1454.2,1454.6,4523
127,2025-05-16T05:52:00.000,1454.4,1455,1454.3,1454.6,3694
128,2025-05-16T05:53:00.000,1454.5,1454.6,1454.4,1454.4,4891
129,2025-05-16T05:54:00.000,1454.4,1454.5,1454,1454.4,7956
130,2025-05-16T05:55:00.000,1454.4,1454.6,1454.2,1454.6,3044
131,2025-05-16T05:56:00.000,1454.4,1454.5,1454,1454,6583
132,2025-05-16T05:57:00.000,1454,1454.3,1454,1454,11207
133,2025-05-16T05:58:00.000,1454,1454.1,1453.7,1453.8,7035
134,2025-05-16T05:59:00.000,1453.8,1454.7,1453.6,1454,19625
135,2025-05-16T06:00:00.000,1453.8,1454,1453.4,1453.6,8297
136,2025-05-16T06:01:00.000,1453.5,1453.8,1453.5,1453.7,5769
137,2025-05-16T06:02:00.000,1453.5,1454.6,1453.5,1454.3,9261
138,2025-05-16T06:03:00.000,1454.3,1454.5,1454.3,1454.3,2635
139,2025-05-16T06:04:00.000,1454.3,1454.5,1454.2,1454.4,5379
140,2025-05-16T06:05:00.000,1454.3,1454.4,1454.1,1454.3,4442
141,2025-05-16T06:06:00.000,1454,1454.1,1454,1454,5848
142,2025-05-16T06:07:00.000,1454.1,1454.1,1453.9,1453.9,11095
143,2025-05-16T06:08:00.000,1453.9,1454.1,1453.9,1454,5477
144,2025-05-16T06:09:00.000,1454,1454.1,1453.5,1453.5,10906
145,2025-05-16T06:10:00.000,1453.5,1453.7,1453.2,1453.5,13271
146,2025-05-16T06:11:00.000,1453.4,1453.8,1453.4,1453.4,4204
147,2025-05-16T06:12:00.000,1453.4,1453.6,1452.1,1452.7,29150
148,2025-05-16T06:13:00.000,1452.7,1453,1452.3,1452.7,15468
149,2025-05-16T06:14:00.000,1452.7,1452.8,1452.3,1452.3,3377
150,2025-05-16T06:15:00.000,1452.3,1452.9,1452.3,1452.8,5804
151,2025-05-16T06:16:00.000,1452.8,1453.3,1452.8,1453.2,6465
152,2025-05-16T06:17:00.000,1453.2,1453.3,1452.9,1452.9,5495
153,2025-05-16T06:18:00.000,1453,1453.2,1453,1453.2,2354
154,2025-05-16T06:19:00.000,1453,1453.2,1452.9,1452.9,9793
155,2025-05-16T06:20:00.000,1452.9,1453,1452.8,1452.8,4055
156,2025-05-16T06:21:00.000,1452.8,1452.9,1452.7,1452.9,4053
157,2025-05-16T06:22:00.000,1452.8,1453,1452.8,1452.8,5746
158,2025-05-16T06:23:00.000,1453,1453,1452.8,1452.8,1606
159,2025-05-16T06:24:00.000,1452.9,1453,1452.8,1452.9,6620
160,2025-05-16T06:25:00.000,1452.9,1453.1,1452.3,1452.3,15367
161,2025-05-16T06:26:00.000,1452.3,1452.5,1451.8,1452.3,14859
162,2025-05-16T06:27:00.000,1452.3,1452.4,1451.6,1451.8,10493
163,2025-05-16T06:28:00.000,1451.8,1452.5,1451.8,1452.4,5549
164,2025-05-16T06:29:00.000,1452.4,1452.5,1451.5,1451.7,6110
165,2025-05-16T06:30:00.000,1451.7,1452,1451.5,1451.6,5349
166,2025-05-16T06:31:00.000,1451.8,1452.5,1451.5,1452.1,8196
167,2025-05-16T06:32:00.000,1452.1,1452.6,1452.1,1452.5,5118
168,2025-05-16T06:33:00.000,1452.5,1453,1452.5,1452.9,4768
169,2025-05-16T06:34:00.000,1452.9,1453,1452.7,1452.9,8411
170,2025-05-16T06:35:00.000,1452.8,1452.9,1451.9,1452.1,7538
171,2025-05-16T06:36:00.000,1452.2,1452.7,1451.7,1451.9,7627
172,2025-05-16T06:37:00.000,1451.9,1452.6,1451.7,1452.3,14369
173,2025-05-16T06:38:00.000,1452.3,1452.9,1452,1452.2,7586
174,2025-05-16T06:39:00.000,1452.2,1452.3,1451.5,1452,8545
175,2025-05-16T06:40:00.000,1452,1452.7,1452,1452.6,6145
176,2025-05-16T06:41:00.000,1452.6,1452.7,1452.1,1452.2,6657
177,2025-05-16T06:42:00.000,1452.2,1452.7,1452.1,1452.3,7918
178,2025-05-16T06:43:00.000,1452.1,1452.3,1451.9,1452.1,6822
179,2025-05-16T06:44:00.000,1451.9,1452.2,1451.9,1451.9,6102
180,2025-05-16T06:45:00.000,1451.9,1452.2,1451.9,1452.1,6845
181,2025-05-16T06:46:00.000,1452.2,1452.2,1452.1,1452.1,6179
182,2025-05-16T06:47:00.000,1452.2,1452.3,1452.1,1452.2,9831
183,2025-05-16T06:48:00.000,1452.2,1452.2,1452.1,1452.2,6440
184,2025-05-16T06:49:00.000,1452.1,1452.2,1452,1452.1,6614
185,2025-05-16T06:50:00.000,1452.2,1452.2,1452.1,1452.2,5018
186,2025-05-16T06:51:00.000,1452.1,1452.2,1452,1452.1,8354
187,2025-05-16T06:52:00.000,1452.1,1452.2,1452.1,1452.2,5106
188,2025-05-16T06:53:00.000,1452.2,1452.2,1452.1,1452.2,5490
189,2025-05-16T06:54:00.000,1452.1,1452.2,1452,1452.1,10551
190,2025-05-16T06:55:00.000,1452.1,1452.3,1451.9,1452.1,5537
191,2025-05-16T06:56:00.000,1452.2,1452.2,1451.9,1452.2,4834
192,2025-05-16T06:57:00.000,1452.2,1452.2,1452.1,1452.1,12123
193,2025-05-16T06:58:00.000,1452.1,1452.2,1452.1,1452.1,4974
194,2025-05-16T06:59:00.000,1452.2,1452.4,1452.1,1452.2,5586
195,2025-05-16T07:00:00.000,1452.1,1452.3,1452,1452,11197
196,2025-05-16T07:01:00.000,1452,1452.4,1451.4,1452.4,9264
197,2025-05-16T07:02:00.000,1452.3,1452.4,1451.7,1452.4,6335
198,2025-05-16T07:03:00.000,1452.4,1453.2,1452.4,1453.1,8638
199,2025-05-16T07:04:00.000,1453.1,1454,1453.1,1453.6,13543
200,2025-05-16T07:05:00.000,1453.8,1453.9,1453.5,1453.7,7215
201,2025-05-16T07:06:00.000,1453.6,1453.6,1452.9,1453.4,7621
202,2025-05-16T07:07:00.000,1453.4,1453.7,1453.4,1453.6,5553
203,2025-05-16T07:08:00.000,1453.7,1453.7,1453,1453.1,8145
204,2025-05-16T07:09:00.000,1453.3,1453.5,1453,1453.2,5934
205,2025-05-16T07:10:00.000,1453.1,1453.5,1453,1453,10751
206,2025-05-16T07:11:00.000,1453.1,1453.1,1452.5,1453.1,5311
207,2025-05-16T07:12:00.000,1453.2,1453.4,1452.5,1453.1,8191
208,2025-05-16T07:13:00.000,1453.1,1453.4,1453.1,1453.4,8118
209,2025-05-16T07:14:00.000,1453.5,1454.1,1453.4,1453.8,9364
210,2025-05-16T07:15:00.000,1453.8,1454.7,1453.5,1454.7,8993
211,2025-05-16T07:16:00.000,1454.6,1454.6,1454.1,1454.1,4710
212,2025-05-16T07:17:00.000,1454.2,1454.2,1453.5,1453.6,8033
213,2025-05-16T07:18:00.000,1453.6,1454.1,1452.9,1453.2,10096
214,2025-05-16T07:19:00.000,1453.1,1453.9,1453.1,1453.7,5821
215,2025-05-16T07:20:00.000,1453.7,1454,1453.4,1454,5894
216,2025-05-16T07:21:00.000,1453.9,1454.5,1453.9,1454.5,6090
217,2025-05-16T07:22:00.000,1454.1,1454.4,1454,1454.3,2967
218,2025-05-16T07:23:00.000,1454.3,1454.3,1454,1454,5428
219,2025-05-16T07:24:00.000,1454,1454.1,1454,1454,1471
220,2025-05-16T07:25:00.000,1454,1454.1,1454,1454,6892
221,2025-05-16T07:26:00.000,1454.1,1454.1,1454,1454.1,3128
222,2025-05-16T07:27:00.000,1454,1454.2,1453.2,1453.3,16097
223,2025-05-16T07:28:00.000,1453.5,1454.1,1453.3,1454,2547
224,2025-05-16T07:29:00.000,1454.1,1454.2,1454,1454.2,3957
225,2025-05-16T07:30:00.000,1454.1,1454.2,1454,1454,6193
226,2025-05-16T07:31:00.000,1454,1454.1,1453.6,1454,7143
227,2025-05-16T07:32:00.000,1454.1,1454.8,1454.1,1454.6,7342
228,2025-05-16T07:33:00.000,1454.4,1454.8,1454.4,1454.6,3007
229,2025-05-16T07:34:00.000,1454.6,1454.9,1454.5,1454.6,4325
230,2025-05-16T07:35:00.000,1454.7,1455.2,1454.6,1454.9,17987
231,2025-05-16T07:36:00.000,1455,1455.3,1454.6,1455,6279
232,2025-05-16T07:37:00.000,1455,1455.9,1455,1455.9,12236
233,2025-05-16T07:38:00.000,1455.9,1455.9,1455,1455.2,13779
234,2025-05-16T07:39:00.000,1455.1,1455.7,1455,1455,7555
235,2025-05-16T07:40:00.000,1455,1455.9,1455,1455.2,8318
236,2025-05-16T07:41:00.000,1455.2,1456.5,1455.1,1455.4,87175
237,2025-05-16T07:42:00.000,1455.9,1456,1454.6,1454.9,20776
238,2025-05-16T07:43:00.000,1454.9,1455.2,1454.9,1455,6224
239,2025-05-16T07:44:00.000,1455.1,1455.2,1455,1455,4956
240,2025-05-16T07:45:00.000,1455,1456,1454.2,1455.4,30777
241,2025-05-16T07:46:00.000,1455.4,1456,1455.3,1456,6292
242,2025-05-16T07:47:00.000,1456,1456.2,1455.4,1455.8,9277
243,2025-05-16T07:48:00.000,1455.6,1456.1,1455.2,1456.1,10403
244,2025-05-16T07:49:00.000,1455.9,1456.1,1455,1455.9,8358
245,2025-05-16T07:50:00.000,1456,1456.6,1455.8,1456.1,11938
246,2025-05-16T07:51:00.000,1456.3,1456.6,1455.9,1455.9,12675
247,2025-05-16T07:52:00.000,1456.2,1456.9,1455.2,1455.8,56081
248,2025-05-16T07:53:00.000,1456.1,1456.2,1454.7,1455.6,27612
249,2025-05-16T07:54:00.000,1455.5,1456.1,1454.8,1455.7,12841
250,2025-05-16T07:55:00.000,1455.7,1456.2,1455.1,1456.2,11694
251,2025-05-16T07:56:00.000,1456,1456.8,1456,1456.4,10784
252,2025-05-16T07:57:00.000,1456.4,1457,1456.3,1456.9,13428
253,2025-05-16T07:58:00.000,1456.9,1457.8,1456.8,1457.6,37204
254,2025-05-16T07:59:00.000,1457.6,1458,1457.5,1457.7,24524
255,2025-05-16T08:00:00.000,1457.7,1457.8,1456.7,1457.1,11463
256,2025-05-16T08:01:00.000,1457.1,1457.9,1457.1,1457.8,15627
257,2025-05-16T08:02:00.000,1457.8,1458,1456.8,1457.8,13491
258,2025-05-16T08:03:00.000,1457.8,1458.4,1457.7,1457.9,18045
259,2025-05-16T08:04:00.000,1457.8,1458.6,1457.6,1458,12149
260,2025-05-16T08:05:00.000,1458.1,1458.4,1457,1458.1,11740
261,2025-05-16T08:06:00.000,1458,1458.4,1458,1458.4,13351
262,2025-05-16T08:07:00.000,1458.2,1458.7,1458,1458.6,10665
263,2025-05-16T08:08:00.000,1458.6,1458.6,1457.5,1457.5,22260
264,2025-05-16T08:09:00.000,1457.4,1458.1,1456.5,1457.2,84878
265,2025-05-16T08:10:00.000,1456.9,1457.2,1454.8,1456.5,58076
266,2025-05-16T08:11:00.000,1456.6,1457.4,1456,1457,47419
267,2025-05-16T08:12:00.000,1456.9,1457,1456.8,1456.8,8029
268,2025-05-16T08:13:00.000,1456.8,1457.1,1456.1,1457,26524
269,2025-05-16T08:14:00.000,1457.1,1457.5,1456.6,1456.8,62080
270,2025-05-16T08:15:00.000,1456.8,1457.4,1456,1456.1,17062
271,2025-05-16T08:16:00.000,1456,1456.9,1456,1456.7,8951
272,2025-05-16T08:17:00.000,1456.7,1457,1456,1456.5,13001
273,2025-05-16T08:18:00.000,1456.6,1457.5,1456.5,1457.3,17959
274,2025-05-16T08:19:00.000,1457.3,1457.7,1457.3,1457.6,6260
275,2025-05-16T08:20:00.000,1457.6,1457.8,1457.5,1457.8,7980
276,2025-05-16T08:21:00.000,1457.8,1458,1457.6,1457.8,20992
277,2025-05-16T08:22:00.000,1457.8,1458,1457.6,1458,11548
278,2025-05-16T08:23:00.000,1458,1458.3,1457.8,1458.2,16469
279,2025-05-16T08:24:00.000,1458.2,1458.2,1457.9,1458.2,8391
280,2025-05-16T08:25:00.000,1458.1,1458.1,1457.7,1458,18898
281,2025-05-16T08:26:00.000,1458,1458,1457.5,1457.6,7936
282,2025-05-16T08:27:00.000,1457.5,1457.7,1457.5,1457.6,9592
283,2025-05-16T08:28:00.000,1457.5,1457.8,1457.2,1457.7,9920
284,2025-05-16T08:29:00.000,1457.7,1457.8,1457.2,1457.5,8333
285,2025-05-16T08:30:00.000,1457.5,1457.7,1457,1457.3,16290
286,2025-05-16T08:31:00.000,1457.2,1458,1457.2,1457.9,10031
287,2025-05-16T08:32:00.000,1457.9,1457.9,1457.6,1457.9,10284
288,2025-05-16T08:33:00.000,1457.8,1458.1,1457.7,1457.9,12884
289,2025-05-16T08:34:00.000,1457.9,1458.2,1457.8,1458.1,6706
290,2025-05-16T08:35:00.000,1458.1,1458.3,1457.9,1458.1,14666
291,2025-05-16T08:36:00.000,1458,1458.3,1457.8,1458.1,13045
292,2025-05-16T08:37:00.000,1458.1,1458.4,1458,1458.1,15734
293,2025-05-16T08:38:00.000,1458.3,1458.4,1457.8,1458.2,18560
294,2025-05-16T08:39:00.000,1458,1458.3,1457.8,1458.1,11361
295,2025-05-16T08:40:00.000,1458,1458.5,1458,1458.4,33876
296,2025-05-16T08:41:00.000,1458.5,1458.7,1458.1,1458.6,29367
297,2025-05-16T08:42:00.000,1458.6,1458.7,1458,1458.3,17140
298,2025-05-16T08:43:00.000,1458.3,1458.3,1457.2,1457.5,11328
299,2025-05-16T08:44:00.000,1457.5,1457.6,1456.5,1456.6,11952
300,2025-05-16T08:45:00.000,1456.5,1457.6,1456,1456.5,17321
301,2025-05-16T08:46:00.000,1456.6,1457.1,1456,1456.5,10192
302,2025-05-16T08:47:00.000,1456.5,1456.8,1455.1,1455.1,14072
303,2025-05-16T08:48:00.000,1455.6,1456.7,1455,1455.8,14333
304,2025-05-16T08:49:00.000,1455.7,1455.8,1454.3,1454.5,28651
305,2025-05-16T08:50:00.000,1454.4,1455.4,1454.3,1454.7,5921
306,2025-05-16T08:51:00.000,1454.7,1455.3,1454.3,1454.9,4738
307,2025-05-16T08:52:00.000,1454.9,1455.9,1454.7,1455.8,16273
308,2025-05-16T08:53:00.000,1455.8,1455.9,1455.2,1455.6,8927
309,2025-05-16T08:54:00.000,1455.5,1455.9,1455.5,1455.8,4751
310,2025-05-16T08:55:00.000,1455.8,1455.9,1455,1455.1,6843
311,2025-05-16T08:56:00.000,1455.1,1455.8,1454.5,1455,12209
312,2025-05-16T08:57:00.000,1455,1455.5,1455,1455.3,15029
313,2025-05-16T08:58:00.000,1455,1455.7,1455,1455.7,10885
314,2025-05-16T08:59:00.000,1455.7,1455.7,1455.5,1455.7,15578
315,2025-05-16T09:00:00.000,1455.7,1455.7,1454.7,1454.8,8721
316,2025-05-16T09:01:00.000,1454.7,1455,1454.1,1454.5,14002
317,2025-05-16T09:02:00.000,1454.7,1455,1454.1,1454.6,7815
318,2025-05-16T09:03:00.000,1454.7,1454.8,1453.4,1454.7,40405
319,2025-05-16T09:04:00.000,1454.2,1454.7,1453.2,1454.4,18060
320,2025-05-16T09:05:00.000,1454.5,1454.9,1454,1454.8,9559
321,2025-05-16T09:06:00.000,1454.7,1455,1453.7,1454.6,8427
322,2025-05-16T09:07:00.000,1454.9,1455,1454.5,1454.9,10108
323,2025-05-16T09:08:00.000,1454.9,1454.9,1454.1,1454.7,6266
324,2025-05-16T09:09:00.000,1454.7,1454.9,1454.3,1454.7,10829
325,2025-05-16T09:10:00.000,1454.8,1454.9,1454.6,1454.9,6373
326,2025-05-16T09:11:00.000,1454.9,1454.9,1454.8,1454.9,9255
327,2025-05-16T09:12:00.000,1454.9,1455.8,1454.6,1455.8,15587
328,2025-05-16T09:13:00.000,1455.8,1456.2,1455.5,1455.9,16694
329,2025-05-16T09:14:00.000,1456,1456.5,1455.7,1456.3,12792
330,2025-05-16T09:15:00.000,1456.4,1456.5,1455.4,1455.4,16189
331,2025-05-16T09:16:00.000,1455.9,1456,1455.1,1455.9,14807
332,2025-05-16T09:17:00.000,1455.6,1456,1455,1455.5,13005
333,2025-05-16T09:18:00.000,1455.3,1455.8,1455,1455.8,12613
334,2025-05-16T09:19:00.000,1455.8,1455.8,1454.8,1455.4,13269
335,2025-05-16T09:20:00.000,1455.4,1455.8,1455.2,1455.6,8524
336,2025-05-16T09:21:00.000,1455.6,1456,1455.5,1455.9,8555
337,2025-05-16T09:22:00.000,1456,1456,1455.5,1455.6,11683
338,2025-05-16T09:23:00.000,1455.7,1455.9,1455.2,1455.8,9320
339,2025-05-16T09:24:00.000,1455.8,1456,1455.8,1455.8,11046
340,2025-05-16T09:25:00.000,1456,1456.5,1455.9,1456.4,18652
341,2025-05-16T09:26:00.000,1456.4,1456.5,1456,1456.5,11319
342,2025-05-16T09:27:00.000,1456.4,1456.5,1455.3,1455.8,15496
343,2025-05-16T09:28:00.000,1455.6,1456.2,1455.3,1456,10968
344,2025-05-16T09:29:00.000,1456,1456.1,1455.6,1455.8,8482
345,2025-05-16T09:30:00.000,1455.9,1456.1,1455.7,1455.9,32006
346,2025-05-16T09:31:00.000,1455.8,1455.9,1455.7,1455.8,19597
347,2025-05-16T09:32:00.000,1455.9,1455.9,1455.8,1455.9,22466
348,2025-05-16T09:33:00.000,1455.9,1455.9,1455.7,1455.8,32139
349,2025-05-16T09:34:00.000,1455.8,1455.8,1455.6,1455.8,19738
350,2025-05-16T09:35:00.000,1455.8,1455.8,1455.7,1455.8,20888
351,2025-05-16T09:36:00.000,1455.8,1456.6,1455.7,1456.5,37557
352,2025-05-16T09:37:00.000,1456.5,1456.6,1456.2,1456.4,43401
353,2025-05-16T09:38:00.000,1456.4,1456.5,1456.2,1456.5,24105
354,2025-05-16T09:39:00.000,1456.5,1456.6,1456.2,1456.4,31932
355,2025-05-16T09:40:00.000,1456.5,1456.6,1456.4,1456.6,20511
356,2025-05-16T09:41:00.000,1456.6,1456.8,1456.5,1456.7,18578
357,2025-05-16T09:42:00.000,1456.8,1456.8,1455.6,1455.7,79789
358,2025-05-16T09:43:00.000,1455.8,1455.9,1454.9,1454.9,68930
359,2025-05-16T09:44:00.000,1455,1455,1454.7,1454.9,19628
